
"N° PA (lien EAM A010)";"Type de PA";"Discipline";"Libellé du PA";"Date création PA";"Date échéance PA";"Repère équipement";"Site responsable plan d'actions";"Groupe responsable";"Service responsable PA";"Nom responsable PA";"Impact CPP/CSP";"Libellé statut plan d'action";"Date modif statut";"Type de note";"Notes concaténées";
"00056518 ";"DOCN";" ";"DI001 - MEA INSTRUC TEMPOR SURETE PNPP1490 - 2C2017 DAM";"23/02/17";"17/11/17";" ";"DAM";"PASURPRCH6";;;;"APPROUVÉ";"31/03/17";"S";"Report de l'échéance du PA et de l'action associée au 17/11/2017 car mise en oeuvre de la modification s45/46 2017 (mail IPE du 22/02/2017)";
"00056521 ";"DOCN";" ";"DI001 - MEA INSTRUC TEMPOR SURETE PNPP1490 - 4C2017 DAM";"23/02/17";"01/12/17";" ";"DAM";"PASURPRCH6";;;;"APPROUVÉ";"31/03/17";"D";" COMMENTAIRES ILD AU CLIP 81 DU 22/02/2017 : Lié à la modification PNPP1490 (inter verrrouillage des ventillateur DVK iode). A deployer en simultanée à la mise en exploitation de la modification. création d'un PA (00056517, 00056518, 00056519, 00056521) par tranche, pilote PASURPRCH6 (Cécile POLO pour Marjorie Gawlik), 1C2017,échéance 04/06/2017 2C2017,échéance 12/11/2017 3C2017,échéance 07/05/2017 4C2017,échéance 26/11/2017";
"00056521 ";"DOCN";" ";"DI001 - MEA INSTRUC TEMPOR SURETE PNPP1490 - 4C2017 DAM";"23/02/17";"01/12/17";" ";"DAM";"PASURPRCH6";;;;"APPROUVÉ";"31/03/17";"S";"Report de l'échéance du PA et de l'action associée au 01/12/2017 car mise en oeuvre de la modification s47/48 2017 (mail IPE du 22/02/2017)";
"00056611 ";"DOCN";"CHA";"DI001 - MAINTEN PREVENT ANCRAGES CHEVILLES - 1234P2017 DAM";"24/02/17";"09/06/18";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"01/03/17";"A";" L'AIR référencée D453317008930 est intégrée dans l'onglet documents .";
"00056611 ";"DOCN";"CHA";"DI001 - MAINTEN PREVENT ANCRAGES CHEVILLES - 1234P2017 DAM";"24/02/17";"09/06/18";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"01/03/17";"D";"COMMENTAIRES ILD AU CLIP 81 DU 22/02/2017 : L'ASN vous demande de réaliser, lors de la prochaine visite partielle ou décennale de chaque réacteur du Parc en exploitation, si ceci n'est pas encore fait, le contrôle de conformité au plan des ancrages par cheville à expansion des tuyauteries SEC et des échangeurs RRI/SEC Création d'un PA (00056611),PAIDSPI (Romain Dupont pour Mustapha ELKHIR), 4 actions CHAU  pilote PACHAPI (Charlotte Balland), 1P2017, échéance 01/07/2017 2P2018, échéance 31/03/2018 3P2017, échéance 09/09/2017 4P2017, échéance 09/06/2018";
"00057771 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°252 ET 253 FEV 2017";"09/03/17";"27/04/17";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"09/03/17";"D";" COMMENTAIRE ILD AU CLIP 82 DU 08/03/2017 : Création d'1PA(00057771) ""Intégration des  DED SDIN FDD n°252 &253 pilote PAIDSILD 1234C2016 échéance 27/04/2017 avec 1 action par métier";
"00057777 ";"DOCN";" ";"DI001- MEA PNPP1086C-Màj du module SAPA - 1234C2017 DAM";"09/03/17";"10/07/17";" ";"DAM";"PAEXPPI";;;;"APPROUVÉ";"21/06/17";"D";" CADRE : Intégration de la modification PNPP1086 tome C CONTEXTE :L'objectif de la modification est d'améliorer le suivi auto de la marge à l'encrassement des échangeurs SEC/RRI, en intégrant notamment un seuil de vigilance ""marge très faible"" entre le seuil ""marge faible"" et ""marge nulle"". APPLICABILITE : Palier CPY - tout état - toute gestion DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : 4h pour documentation site CHARGE DE TRAVAIL : 4h pour intégration SI COMMENTAIRE ILD AU CLIP 82 DU 08/03/2017 : Lié à la modification PNPP1086C (relative à la mise à jour du module SEC/RRI du SAPA). A deployer en simultanée à la mise en exploitation de la modification. création d'un PA (00057777), pilote PAEXPPI (Rabah BEKRI pour Lionel GENTER), 1234C2017, échéance 10/07/2017,1 action PAEXPPI, 1 action SSI (PADOCPRDOC)";
"00058100 ";"DOCN";"SIR";"[PIE] - fonction GPV072TY 1234P 2018-2019";"13/03/17";"15/09/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"15/03/17";"D";" Intégration du nouveau Guide Professionnel et de l'ind. D du Guide Spécifique Tuyauteries. Abandon notion de témoin. Modification contrôles Inspection Périodique et Requalification Périodique et périodicité des IP. Suppression ZS E3-1 et I4-1, Suppression ZS I3-2 amont / aval 3AHP199VV sur AHP 618 TY-1 et amont / aval 3AHP198VV sur AHP 618 TY-2 Mise à jour ZS I2-3 (P8 et P9 de la RNM) et ZS I2-6 (P11 de la RNM) suite à la note D5140/NT/13.153. Les activités de vérification en fonctionnement et de contrôle type A des supports sont gérées par le SIR. Suppression de la référence à la DM-T/P26142 mais contrôles inchangés Modifier les fiches descriptives des tuyauteries § accessoires sous pression : suite à remarque APAVE en 2P3216, justifier par quoi est protégé l'ESP. (La pression maximale des soutirages est justifiée par les notes ET IG ME93.130 et ET IG ME93.121 et CM 20/08/36.) D5140/NT/07.040 ind. c PIE1GPV072TY ind.3 / PIE2GPV072TY ind.3 PIE3GPV072TY ind.3 / PIE4GPV072TY ind.3";
"00058105 ";"DOCN";"SIR";"[PIE] - fonction AHP600TY-1 1234P 2018-2019";"13/03/17";"15/09/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"15/03/17";"D";" Intégration du nouveau Guide Pro et de l'indice D du Guide Spé Tuyauteries Abaissement de la PS de 145 à 125 bars pour les tranches 2 et 4 => mettre à jour les états descriptifs de la tranche 2 Pour la tranche 4, surélévation de la TS de 200 à 205°C pour AHP602TY et de 220 à 225°C pour AHP604TY. Mise à jour des pressions de fonctionnement suivant les valeurs du CNEPE (homogénéisation avec BRT). Suppression des ZS E1-1, E1-2 et E3-3. Réévaluation du suivi de la ZS I2-6 suivant la prescription P11 de la RNM. Ajout ZS I2-1 et suppression ZS I2-2 suite à modélisation de la ligne dans BRT-CICERO. Abandon de la notion de témoin. Mise à jour des contrôles faits lors des IP/RP et périodicité des IP. Suppression de la mention de la DM-T/P 26142. D5140/NT/06.066 ind. f PIE1AHP600TY-1 ind.4 / PIE2AHP600TY-1 ind. 6 PIE3AHP600TY-1 ind.5 / PIE4AHP600TY-1 ind. 5";
"00058113 ";"DOCN";"SIR";"[PIE] - fonction AHP600TY-2 24P 2018";"13/03/17";"15/09/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"15/03/17";"D";" Abaissement de la PS de 145 à 125 bar pour 2AHP605TY et pour les AHP600TY-2 et AHP603-605TY de la tranche 4. Pour la tranche 4, surélévation de la TS de 200 à 205°C pour AHP603TY et de 220 à 225°C pour AHP605TY. D5140/NT/06.065 ind. g PIE2AHP600TY-2 ind.7 / PIE4AHP600TY-2 ind.6";
"00058633 ";"DOCN";"SIR";"[PIE] - X SAP001-002 DS 1et 2 2016-2017";"20/03/17";;" ";"DAM";"PASIRPI";;;;"NOUVEAU";"20/03/17";"D";" Intégration du nouveau Guide Professionnel.Abandon témoin Suppression ZS E2, ajout ZS I2. Mise à jour pression ré-épreuve et procédures applicables.";
"00058639 ";"DOCN";"SIR";"[PIE] - X SAP001-002 DS 1et 2 TR1-2-3-4 2016-2017";"20/03/17";"10/09/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"20/03/17";"D";" Intégration du nouveau Guide Professionnel Suppression ZS E2.Ajout ZS I2. Abandon notion de témoin. Modification procédures applicables et pression réépreuve. D5140/NT/05.196 indice c PIE:1SAP001DS1(5)-1SAP001DS2(5)-1SAP002DS1(5)-1SAP002DS2(3)- 2SAP001DS1(6)-2SAP001DS2(5)-2SAP002DS1(5)-2SAP002DS2(4)- 3SAP001DS1(7)-3SAP001DS2(5)-3SAP002DS1(5)-3SAP002DS2(5)- 4SAP001DS1(5)-4SAP001DS2(5)-4SAP002DS1(6)-4SAP002DS2(4).";
"00058987 ";"DOCN";" ";"DI001- MEA FA REN 019 et NEC PNPPi632 - 1P2017 DAM";"24/03/17";"01/07/17";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"28/03/17";"D";" CADRE : Intégration de la NEC PNPPi632 ainsi que de la FA REN 019 associée. CONTEXTE : Fiabilisation du boremètre REN. APPLICABILITE : Palier CPY DECLINAISON COMPLETE : OUI (courriers D0900CP1600068 et D0900CP1600028) CHARGE DE TRAVAIL : 10h pour documentation site CHARGE DE TRAVAIL : 10h pour intégration SI COMMENTAIRE ILD AU CLIP 78 DU 04/01/2017 : Les tranches de DAM seront dans la situation où le DA aniomalie CNS sera intégré AVANT la réalisation de la PNPP1632. Cette FA REN019 sera à intégrer simultanément à la réalisation de la PNPP1632.  Impact sur EPA REN 430 et fichier d 'alarme (maj locale) REN055 et 060 AA (Création d'un PA par tranche (00058987,00058989,00058991,00058993) pilote PASURPRCH9 ( Cécile POLO pour Alexandre GAUDIN),1P2017,échéance 01/07/2017 3P2017,échéance 29/09/2017 2P2018,échéance 31/03/2018 4P2018,échéance 09/06/2018 , 1 action AUTO pilote PAAUTPI (Mathieu PRADILLE), 1 action SCO (PAEXPPI), 1 action SSI (PADOCPRDOC)";
"00058989 ";"DOCN";" ";"DI001- MEA FA REN 019 et NEC PNPPi632 - 3P2017 DAM";"24/03/17";"29/09/17";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"28/03/17";"D";" CADRE : Intégration de la NEC PNPPi632 ainsi que de la FA REN 019 associée. CONTEXTE : Fiabilisation du boremètre REN. APPLICABILITE : Palier CPY DECLINAISON COMPLETE : OUI (courriers D0900CP1600068 et D0900CP1600028) CHARGE DE TRAVAIL : 10h pour documentation site CHARGE DE TRAVAIL : 10h pour intégration SI COMMENTAIRE ILD AU CLIP 78 DU 04/01/2017 : Les tranches de DAM seront dans la situation où le DA aniomalie CNS sera intégré AVANT la réalisation de la PNPP1632. Cette FA REN019 sera à intégrer simultanément à la réalisation de la PNPP1632.  Impact sur EPA REN 430 et fichier d 'alarme (maj locale) REN055 et 060 AA (Création d'un PA par tranche (00058987,00058989,00058991,00058993) pilote PASURPRCH9 ( Cécile POLO pour Alexandre GAUDIN),1P2017,échéance 01/07/2017 3P2017,échéance 29/09/2017 2P2018,échéance 31/03/2018 4P2018,échéance 09/06/2018 , 1 action AUTO pilote PAAUTPI (Mathieu PRADILLE), 1 action SCO (PAEXPPI), 1 action SSI (PADOCPRDOC)";
"00058991 ";"DOCN";" ";"DI001- MEA FA REN 019 et NEC PNPPi632 - 2P2018 DAM";"24/03/17";"31/03/18";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"28/03/17";"D";" CADRE : Intégration de la NEC PNPPi632 ainsi que de la FA REN 019 associée. CONTEXTE : Fiabilisation du boremètre REN. APPLICABILITE : Palier CPY DECLINAISON COMPLETE : OUI (courriers D0900CP1600068 et D0900CP1600028) CHARGE DE TRAVAIL : 10h pour documentation site CHARGE DE TRAVAIL : 10h pour intégration SI COMMENTAIRE ILD AU CLIP 78 DU 04/01/2017 : Les tranches de DAM seront dans la situation où le DA aniomalie CNS sera intégré AVANT la réalisation de la PNPP1632. Cette FA REN019 sera à intégrer simultanément à la réalisation de la PNPP1632.  Impact sur EPA REN 430 et fichier d 'alarme (maj locale) REN055 et 060 AA (Création d'un PA par tranche (00058987,00058989,00058991,00058993) pilote PASURPRCH9 ( Cécile POLO pour Alexandre GAUDIN),1P2017,échéance 01/07/2017 3P2017,échéance 29/09/2017 2P2018,échéance 31/03/2018 4P2018,échéance 09/06/2018 , 1 action AUTO pilote PAAUTPI (Mathieu PRADILLE), 1 action 1 action SCO (PAEXPPI), 1 action SSI (PADOCPRDOC)";
"00058993 ";"DOCN";" ";"DI001- MEA FA REN 019 et NEC PNPPi632 - 4P2018 DAM";"24/03/17";"09/06/18";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"28/03/17";"D";" CADRE : Intégration de la NEC PNPPi632 ainsi que de la FA REN 019 associée. CONTEXTE : Fiabilisation du boremètre REN. APPLICABILITE : Palier CPY DECLINAISON COMPLETE : OUI (courriers D0900CP1600068 et D0900CP1600028) CHARGE DE TRAVAIL : 10h pour documentation site CHARGE DE TRAVAIL : 10h pour intégration SI COMMENTAIRE ILD AU CLIP 78 DU 04/01/2017 : Les tranches de DAM seront dans la situation où le DA aniomalie CNS sera intégré AVANT la réalisation de la PNPP1632. Cette FA REN019 sera à intégrer simultanément à la réalisation de la PNPP1632.  Impact sur EPA REN 430 et fichier d 'alarme (maj locale) REN055 et 060 AA (Création d'un PA par tranche (00058987,00058989,00058991,00058993) pilote PASURPRCH9 ( Cécile POLO pour Alexandre GAUDIN) ,1P2017,échéance 01/07/2017,3P2017,échéance 29/09/2017,2P2018,échéance 31/03/2018,4P2018,échéance 09/06/2018,1 action AUTO pilote PAAUTPI (Mathieu PRADILLE), 1 action SCO (PAEXPPI), 1 action SSI (PADOCPRDOC)";
"00059002 ";"DOCN";" ";"DI001-MEA FA EPP 029 INDICE C - IPCTEM2018 DAM";"24/03/17";"31/12/17";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"21/04/17";"D";" CADRE : FA EPP 029 INDICE C CONTEXTE : ESSAIS D'ETANCHEITE DES JOINTS DE SAS ET DE TAM APPLICABILITE :Palier CPY COMMENTAIRE ILD AU CLIP 82 DU 08/03/2017 : Essais d'étanchéité des joints de SAS et de TAM création d'un PA (00059002), pilote PASURPRCH9 (Cécile POLO pour Alexandre Gaudin),IPCTEM2018, échéance 31/12/2017";
"00059006 ";"DOCN";" ";"DI001-MEA REGLES GENE SURV ENT PNPPi675 TPAL - 1234C2017 DAM";"24/03/17";"31/12/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"27/03/17";"D";" CADRE : REGLES GESTIONS DE LA PROTECTION VOLUMETRIQUES  ET DE LA PROTECTION RAPPROCHEE BASSE CONTEXTE : INTEGRATION DES MODIFICATIONS PNPP i675 APPLICABILITE : TOUS PALIERS COMMENTAIRE ILD AU CLIP 83 DU 22/03/2017 : Cette mise à jour des règles de gestion de la protection volumétrique permet d'integrer la modification PNPP1675 dans cette gestion création d'un PA (00059006),  pilote PAIDSPI(Romain Dupont pour Pierre Luc Pommier), 1234C2017, échéance 31/12/20107,1 action Chau PACHAPI (Charlotte balland), 1 action IPE pilote PAIPEPI (jordan Foret), 1 action PAEXPPI (rabah Bekri pour Julie Hourtane), 1 action 1 action SSI (PADOCPRDOC)";
"00059009 ";"DOCN";" ";"DI001 - MEA FA RCV 042 INDICE C PALIER CPY - 1234C2017 DAM";"24/03/17";"31/12/17";" ";"DAM";"PASURPRCH9";;;;"APPROUVÉ";"21/04/17";"D";" CADRE : FA RCV 042 INDICE  C CONTEXTE ELARGISSSEMENT DE LA TOLERANCE ASSOCIEE AU CRITERE DE CONTROLE DU POINT DE TARAGE DE LA SOUPAPE RCV 252 VP APPLICABILITE : Palier CPY COMMENTAIRE ILD AU CLIP 83 DU 22/03/2017 : Elargissement de la tolérance associée au critère du contrôle du point de tarage de la soupape RCV 252 VP création d'un PA (00059009) , pilote PASURPRCH9 (Cécile POLO pour Alexandre Gaudin),1234C2017, 31/12/2017";
"00059011 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°254 à 255 MARS 2017";"24/03/17";"20/05/17";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"24/03/17";"D";" COMMENTAIRE ILD DU CLIP 83 DU 22/03/2017 : Création d'1PA(000590110) ""Intégration des  DED SDIN FDD n°254 & 255 pilote PAIDSILD 1234C2016 échéance 20/05/2017 avec 1 action par métier";
"00059013 ";"DOCN";" ";"DI001 - PLMP SEH ind.2 - 1234C2017 DAM";"24/03/17";"01/11/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"05/04/17";"D";" COMMENTAIRES ILD AU CLIP 83 DU 22/03/2017 : création d'un PA (00059013),  pilote PAIDSPI(Romain Dupont pour  Olivier Perlicius), 1234C2017, échéance 01/11/2017,1 action PACHAPI (Charlotte balland), 1 action IPE pilote PAIPEPI (jordan Foret), 1 action PALNUPI (Benjamin Labat) Les PMRQ sont à rattacher à l'exigence 55160/0010";
"00059016 ";"DOCN";" ";"ARRET TRANSMISSION MESSAGE ALERTE PREVI G.FR - 1234C2017 DAM";"24/03/17";"01/11/17";" ";"DAM";"PAIDSPRTRA";;;;"APPROUVÉ";"27/03/17";"D";" COMMENTAIRES ILD AU CLIP 83 DU 22/03/2017 : NON DI 001, suppression du message d'alerte GF émis par le COPM, ce qui va engendrer la modification de quelques documents d'exploitation Création d'1PA(00059016),  pilote PAIDSPI(Romain Dupont pour Pierre Luc pommier), 1234C2017,échéance 09/04/2017, 1 action PAEXPPI (Rabah BEKRI pour Yumiao Xie), 1 action SSI (PADOCPRDOC) Il y a eu une erreur lors de l'enregistrement de l'échéance en clip83 : échéance 01/11/2017";
"00059118 ";"DOCN";"SIR";"[PIE] - X GRV002-003 BA P TR1-2-3-4 2016-2017";"27/03/17";"27/09/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"27/03/17";"D";" Intégration du nouveau Guide Professionnel Prise en compte AQUAP 2006/01 en RP. Ajout mesures compensatoires à I1. Modification procédures applicables. D5140/NT/07.052 indice c PIE : 1GRV002BA(12)-1GRV003BA(8)-2GRV002BA(8)-2GRV003BA(6)- 3GRV002BA(9)-3GRV003BA(6)-4GRV002BA(7)-4GRV003BA(7).";
"00059220 ";"DOCN";"SIR";"[PIE] - fonction SAP001 002BA 1234P 2017";"28/03/17";"28/09/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"28/03/17";"D";" Intégration du nouveau Guide Professionnel Modification de la présence humaine Abandon notion de témoin. Modification de la périodicité de la ZS I2 note d'étude D5140/NT/05.136 indice b PIE1SAP001BA (ind. 2) / PIE1SAP002BA (ind. 2) PIE2SAP001BA (ind. 2) / PIE2SAP002BA (ind. 2) PIE3SAP001BA (ind. 2) / PIE3SAP002BA (ind. 2) PIE4SAP001BA (ind. 2) / PIE4SAP002BA (ind. 3)";
"00059730 ";"DOCN";"SIR";"[PIE] - fonction AHP009TY 1234P 2018-2019";"06/04/17";"06/10/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"06/04/17";"D";" Intégration du nouveau Guide Pro et ind D Guide Spé Tuyauteries Mise à jour des schémas Mise à jour des pressions de fonctionnement suivant les valeurs du CNEPE (homogénéisation avec BRT) Suppression ZS E1-1, E1-2 et E3-3 Abandon du sondage sur la ZS I3-2 Réévaluation du suivi de la ZS I4-1 (FARA N°04017RO) Mise à jour des contrôles faits lors des IP/RP et périodicité IP D5140NT06270 ind. e PIE1AHP009TY ind. 5 / PIE2AHP009TY ind. 5 PIE3AHP009TY ind. 5 / PIE4AHP009TY ind. 6";
"00059734 ";"DOCN";"SIR";"[PIE] - fonction AHP010TY 1234P 2018-2019";"06/04/17";"06/10/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"06/04/17";"D";" Intégration du nouveau Guide Pro et ind D Guide Spé Tuyauteries Mise à jour des schémas Mise à jour des pressions de fonctionnement suivant les valeurs du CNEPE (homogénéisation avec BRT) Suppression ZS E1-1, E1-2 et E3-3 Abandon du sondage sur la ZS I3-2 Réévaluation du suivi de la ZS I4-1 (FARA N°04017RO) Mise à jour des contrôles faits lors des IP/RP et périodicité IP D5140NT07002 ind. e PIE1AHP010TY ind. 5 / PIE2AHP010TY ind. 5 PIE3AHP010TY ind. 5 / PIE4AHP010TY ind. 6";
"00059737 ";"DOCN";"SIR";"[PIE] - fonction AHP612TY 1234P 2018-2019";"06/04/17";"06/10/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"06/04/17";"D";" Abaissement de la PS (145 à 125 bar) pour les tranches 2 et 4. Surélévation de la TS (220 à 225°C) et modification de l'épaisseur de calcul pour la tranche 4. Suppression ZS E1-1 et E1-2. Mise à jour des contrôles faits lors des IP et RP. Suppression de la mention de la DM-T/P 26142 D5140NT07015 ind. e PIE1AHP612TY ind. 6 / PIE2AHP612TY ind. 7 PIE3AHP612TY ind. 6 / PIE4AHP612TY ind. 8";
"00060092 ";"DOCN";"CHA";"DI001-MEA STRA SURVEI CORROSION  EROSION CSP - 1234C2017 DAM";"06/04/17";"31/12/17";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"10/04/17";"D";" CADRE : STRATEGIE DE SURVEILLANCE DE LA CORROSION-EROSION DES ZONES INACCESSIBLES DES LIGNES ARE (ANG) DES CSP CONTEXTE : MISE A JOUR DE LA STRATEGIE SUITE A EXAMEN APPLICABILITE : PALIERS 1300 ET CPY COMMENTAIRES ILD AU CLIP 84 DU 05/04/2017 : Cette note présente la les examens à réaliser pour la période 2018-2022 création d'un PA (00060092) , Pilotage PAIDSPI (Romain Dupont pour Mustapha Elkhir), 1234C2017, échéance 31/12/2017 1 action CHA pilote PACHAPI (Charlotte Balland)";
"00060104 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°256 à 257 AVR 2017";"06/04/17";"31/05/17";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"06/04/17";"D";" COMMENTAIRES ILD AU CLIP 84 DU 05/04/2017 : Création d'1PA(00060104) ""Intégration des  DED SDIN FDD n°256 & 257  pilote PAIDSILD 1234C2016 échéance 31/05/2017 avec 1 action par métier";
"00061302 ";"DOCN";"SIR";"[PIE] - récipient SES001 002 EX 89 2017-2018";"21/04/17";"20/10/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"21/04/17";"D";" Intégration du nouveau Guide Professionnel et indice D guide spécifique Abandon notion de témoin. Modification périodicités des IP Côté calandre : Suppression des ZS E2/E3/E6 Ajout du contrôle au niveau du fond B et de la virole A3 Ajout du contrôle en ressuage des supports O2 et O3 Côté faisceau : Suppression des ZS E2/E3 et ajout ZS I7 suite maj d5140nt05134";
"00061404 ";"DOCN";"CHA";"DI001- MEA STRA MAINT. COLM./ENCR. GV TPAL - 1234C2017 DAM";"24/04/17";"31/12/17";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"25/04/17";"A";" 14/06/2017: Le delta entre cet indice et le précédant pour les AT 2017 concerne uniquement l'ETV de la PE9 du GV2 sur Dam2 (traité de manière réactive via l'OT 1479577. Pas d'impact sur la programmation jusqu'à 2020. La projection plurianuelle (PPP) sera traitée pour l'échéance du PA.";
"00061404 ";"DOCN";"CHA";"DI001- MEA STRA MAINT. COLM./ENCR. GV TPAL - 1234C2017 DAM";"24/04/17";"31/12/17";" ";"DAM";"PAIDSPRCOM";;;;"APPROUVÉ";"25/04/17";"D";"CADRE : PROGRAMME PLURIANNUEL STRATEGIE DE MAINTENANCE CONTEXTE:COLMATAGE ET ENCRASSEMENT DU SECONDAIRE DES GV APPLICABILITE : TOUS PALIERS COMMENTAIRE ILD AU CLIP 85 DU 19/04/2017 : Stratégie de maintenance pluriannuelle du colmatage du secondaire de GV ( NPGV AP06-09) création d'un PA (00061404)  pilote PAIDSPI (Romain Dupont pour Romain Leriche), 1234C2017, échéance 31/12/2017 1 action MSR CHA pilote PACHAPI ( Charlotte Balland), 1 action PAIDSPRCOM (Romain Leriche)";
"00061405 ";"DOCN";" ";"DI001- MEA gammes mutual suite REX d'exploit - 1234C2017 DAM";"24/04/17";"31/12/17";" ";"DAM";"PACHAPI";;;;"APPROUVÉ";"24/04/17";"D";" CADRE : MEA de 4 nouveaux EPA et 2 PNM - Courrier D0900CP1700010 complété par le courrier D0900CP1700020 CONTEXTE : REX classe 4 - Intégration des DED4 DAM EPA 15 0061 et SP9 PNM 16 0010 Les 4 nouveaux EPA sont applicables sur CHB, DAM et SLB conformément au courrier D0900CP1700010 APPLICABILITE : CPY DECLINAISON COMPLETE : OUI CHARGE DE TRAVAIL : 4h pour documentation site CHARGE DE TRAVAIL : 4h pour intégration SI COMMENTAIRE ILD AU CLIP 85 DU 19/04/2017 : Concerne des  PNM ( nouveaux documents) , intégration par campagne vu la priorité des DED4 intégrés Création d'1PA(00061405), pilote PAIDSILD, 1234C2017,échéance 31/12/2017,1 action Rob pilote PACHAPI (Charlotte Balland) Ajout 1 action AUTO pour intégrer la création des EPA";
"00061407 ";"DOCN";" ";"DI001-MEA RPRS RES. EAU CHAUDE-LEGIONEL. TPAL-1234C2017 DAM";"24/04/17";"31/12/17";" ";"DAM";"PASPRPI";;;;"APPROUVÉ";"25/04/17";"D";" CADRE :REGLE DE PREVENTION DES RISQUES - RESEAUX D'EAU CHAUDE SANITAIRE - PREVENTION DE LA LEGIONELLOSE CONTEXTE :MISE EN APPLICATION DE LA REGLE PR EN REMPLACEMENT DE LA DT 215 APPLICABILITE : TOUS PALIERS COMMENTAIRE ILD AU CLIP 85 DU 19/04/17 : Mise en application de la règle de prévention des risques en remplacement de la DT 215 création d'un PA (00061407), pilote PASPRPI (Patrice Gonnet) , 1234C2017, échéance 31/12/2017, 1 action PASPRPI (Patrice Gonnet)";
"00061439 ";"DOCN";" ";"Intégration des DEDs SDIN FDD n°258 à 259 AVR 2017";"24/04/17";"07/06/17";" ";"DAM";"PAIDSILD";;;;"APPROUVÉ";"24/04/17";"D";" COMMENTAIRE ILD AU CLIP 85 DU 19/04/2017 : Création d'1PA(00061439) ""Intégration des  DED SDIN FDD n°258 et 259  pilote PAIDSILD 1234C2016 échéance 07/06/2017 avec 1 action par métier";
"00061660 ";"DOCN";"SIR";"[PIE] - récipient 4GSY 101 102 201 202 301 302BA -2017";"27/04/17";"24/10/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"27/04/17";"D";" mise à jour des PIE et des échéances des controles suite à la noria TR4 VP 2016 PIE4GSY101BA ind.6 PIE4GSY102BA ind.6 PIE4GSY201BA ind.7 PIE4GSY202BA ind.6 PIE4GSY301BA ind.6 PIE4GSY302BA ind.6";
"00061731 ";"DOCN";"SIR";"[PIE] - fonction AHP606TY 1234P 2017-2018";"28/04/17";"08/09/17";" ";"DAM";"PASIRPI";;;;"APPROUVÉ";"28/04/17";"D";" PIE à intégrer pour VP tr3 2017! voir FSA 13260. Note d'étude : D5140/NT/06.252 ind.e PIE 1 AHP 606 TY ind 5 PIE 2 AHP 606 TY ind 6 PIE 3 AHP 606 TY ind 5 PIE 4 AHP 606 TY ind 6 Intégration du nouveau Guide Professionnel et de l'indice D du Guide Spécifique Tuyauteries. Abandon notion de témoin. Modification périodicités des IP et de contrôles supportages. Mise à jour ZS I2-6 (P8, P9 et P11 de la RNM) suite à la note D5140/NT/13.153. Mise à jour des ZS E3-1, E3-2, I4-1 (sondage). ajout I4-2. ajout des lignes AHP607TY1 et 2.Baisse des PS de ces lignes à 55 bars, et redécoupage des tuyauteries. ISO et états descriptifs à modifier. Abaissement de la PS (145bar à 125bar) pour les lignes ARE 600-601-602 TY-A de la tranche 2. Abaissement de la PS (145bar à 125bar), surélévation de la TS (220°C à 225°C) et modification des épaisseurs de calcul sur toutes les lignes de la tranche 4. Modif ISO et abaissement de la PS à 55bar pour les lignes AHP607TY-607TY1-607TY2 toutes tranches.";
"00062101 ";"DOCN";" ";"DI001 - MEA NOUV IND GUIDE METHOD DANS CNPE - 1234C2017 DAM";"04/05/17";"12/04/18";" ";"DAM";"PASURPI";;;;"APPROUVÉ";"15/06/17";"D";" COMMENTAIRES ILD AU CLIP 86 DU 03/05/2017 : Mise à jour de la liste des AIP Création d'1 PA(00062101), pilote PASURPI (Emmanuel Pinet) ,1234C2017, échéance 12/04/2018, 1 action PASURPI ( Pascal Haillot)";
